date,open,high,low,close,adj_close,volume
2020-12-11,1763.015,1783.76,1760.8,1779.71,88.21,44963
2020-12-14,1778.24,1795.61,1757.96,1761.0,87.28,47209
2020-12-15,1766.53,1770.75,1750.24,1767.5,87.6,78620
2020-12-16,1768.19,1770.255,1756.32,1763.19,87.39,52414
2020-12-17,1769.67,1771.4,1738.66,1747.41,86.61,50417
2020-12-18,1752.99,1752.99,1720.88,1733.67,85.93,141086
2020-12-21,1711.76,1740.52,1700.26,1739.61,86.22,54766
2020-12-22,1732.93,1737.05,1713.0,1723.69,85.43,42269
2020-12-23,1728.39,1746.95,1726.07,1733.28,85.91,34933
2020-12-24,1735.38,1745.97,1729.6,1737.215,86.1,14202
2020-12-28,1751.63,1790.62,1746.715,1775.975,88.02,50491
2020-12-29,1789.23,1789.23,1756.785,1757.18,87.09,61543
2020-12-30,1762.66,1762.66,1725.97,1739.62,86.22,58927
2020-12-31,1737.045,1757.41,1737.045,1753.86,86.93,32821
2021-01-04,1757.1,1760.0,1708.53,1729.11,85.7,93377
2021-01-05,1724.95,1745.58,1718.54,1742.68,86.37,38687
2021-01-06,1700.01,1748.0,1700.01,1748.0,86.64,76320
2021-01-07,1740.55,1787.585,1740.04,1787.255,88.58,104303
2021-01-08,1789.23,1809.755,1776.2,1807.13,89.57,83406
2021-01-11,1786.49,1791.48,1760.81,1769.51,87.7,55021
2021-01-12,1755.48,1776.54,1725.61,1747.4,86.61,72327
2021-01-13,1738.58,1764.16,1738.58,1754.98,86.98,53741
2021-01-14,1754.4,1774.0,1733.61,1741.63,86.32,47869
2021-01-15,1736.5,1753.33,1722.65,1736.52,86.07,64537
2021-01-19,1751.875,1809.25,1741.46,1790.06,88.72,106449
2021-01-20,1832.29,1902.745,1827.96,1889.21,93.63,138548
2021-01-21,1900.42,1933.88,1887.66,1890.4,93.69,133364
2021-01-22,1893.29,1910.39,1881.76,1903.83,94.36,94935
2021-01-25,1922.37,1928.76,1869.91,1901.16,94.23,101025
2021-01-26,1894.74,1924.17,1886.535,1916.845,95.0,66444
2021-01-27,1884.74,1884.74,1812.92,1831.13,90.76,114942
2021-01-28,1845.9,1898.53,1845.11,1861.81,92.28,117486
2021-01-29,1847.58,1856.92,1810.84,1834.46,90.92,65820
2021-02-01,1853.48,1922.125,1853.13,1901.33,94.24,86172
2021-02-02,1922.6,1954.82,1915.505,1927.19,95.52,70539
2021-02-03,2073.0,2116.5,2019.53,2071.18,102.65,229470
2021-02-04,2068.89,2074.36,2043.135,2063.0,102.25,103034
2021-02-05,2066.89,2102.51,2059.34,2095.93,103.88,54021
2021-02-08,2105.95,2123.055,2073.34,2091.83,103.68,53564
2021-02-09,2083.25,2104.625,2079.69,2084.34,103.31,41889
2021-02-10,2096.34,2106.07,2063.88,2095.68,103.87,57309
2021-02-11,2099.59,2099.59,2078.0,2097.07,103.94,46103
2021-02-12,2088.82,2108.24,2083.71,2103.99,104.28,42577
2021-02-16,2111.0,2150.335,2109.55,2123.23,105.23,40044
2021-02-17,2099.62,2132.625,2099.62,2128.62,105.5,50780
2021-02-18,2111.365,2131.42,2105.14,2115.545,104.85,53256
2021-02-19,2119.5,2129.58,2098.0,2103.27,104.24,61472
2021-02-22,2065.635,2091.42,2062.775,2064.91,102.34,92873
2021-02-23,2026.95,2080.26,2006.08,2071.99,102.69,112587
2021-02-24,2041.7,2099.13,2040.68,2095.25,103.85,61886
2021-02-25,2079.0,2087.49,2022.02,2034.93,100.86,147016
2021-02-26,2049.02,2067.97,2016.06,2036.345,100.93,78806
2021-03-01,2056.32,2085.16,2047.32,2079.82,103.08,48795
2021-03-02,2075.22,2104.33,2072.75,2077.65,102.97,47453
2021-03-03,2066.42,2086.38,2011.12,2025.82,100.41,58857
2021-03-04,2025.83,2084.35,2022.9,2047.61,101.49,116755
2021-03-05,2071.25,2118.11,2049.0,2107.43,104.45,108698
2021-03-08,2103.17,2126.58,2022.69,2022.69,100.25,92613
2021-03-09,2069.0,2077.66,2048.15,2048.15,101.51,98452
2021-03-10,2071.76,2074.075,2033.615,2054.35,101.82,83442
2021-03-11,2077.41,2125.7,2077.065,2113.51,104.75,89637
2021-03-12,2087.5,2088.03,2047.55,2060.8,102.14,97524
2021-03-15,2055.52,2066.5,2044.225,2066.08,102.4,55762
2021-03-16,2077.25,2122.755,2072.06,2091.1,103.64,60392
2021-03-17,2076.27,2109.31,2056.61,2090.81,103.63,58197
2021-03-18,2061.0,2074.53,2034.12,2037.16,100.97,58855
2021-03-19,2042.8,2052.43,2019.44,2042.61,101.24,73285
2021-03-22,2043.95,2057.81,2026.605,2038.92,101.06,107050
2021-03-23,2045.0,2071.46,2040.32,2052.56,101.73,50962
2021-03-24,2064.7,2077.385,2042.46,2046.97,101.45,67471
2021-03-25,2039.0,2058.15,2015.685,2044.78,101.35,55596
2021-03-26,2044.01,2049.75,2015.0,2035.59,100.89,70222
2021-03-29,2028.59,2057.8,2016.8,2053.92,101.8,46764
2021-03-30,2056.83,2069.135,2044.79,2054.52,101.83,50697
2021-03-31,2059.3,2092.65,2057.06,2071.71,102.68,64171
2021-04-01,2100.845,2142.2,2097.69,2138.8,106.01,85990
2021-04-05,2155.08,2237.075,2152.5,2228.42,110.45,105683
2021-04-06,2220.005,2237.21,2214.92,2224.86,110.27,72237
2021-04-07,2230.34,2254.75,2226.455,2249.01,111.47,86603
2021-04-08,2276.895,2281.31,2259.23,2265.36,112.28,60229
2021-04-09,2256.21,2287.635,2254.91,2285.94,113.3,47674
2021-04-12,2269.94,2270.28,2240.05,2255.2,111.77,84515
2021-04-13,2259.185,2276.75,2256.33,2268.44,112.43,43129
2021-04-14,2273.41,2277.66,2251.36,2254.19,111.72,58371
2021-04-15,2269.46,2306.12,2268.18,2296.88,113.84,51537
2021-04-16,2304.6,2304.95,2286.64,2297.31,113.86,45896
2021-04-19,2290.0,2316.85,2288.74,2301.12,114.05,54101
2021-04-20,2305.99,2309.16,2271.71,2294.9,113.74,82292
2021-04-21,2288.38,2295.14,2258.95,2292.86,113.64,57814
2021-04-22,2289.69,2302.08,2258.38,2269.19,112.47,58726
2021-04-23,2282.99,2325.32,2280.42,2316.075,114.79,78616
2021-04-26,2317.11,2337.835,2314.14,2326.5,115.31,51979
2021-04-27,2335.51,2335.51,2305.05,2310.22,114.5,76707
2021-04-28,2407.145,2450.78,2378.49,2379.68,117.94,162764
2021-04-29,2406.14,2435.75,2406.01,2428.92,120.38,90252
2021-04-30,2404.49,2425.28,2403.15,2408.68,119.38,80304
2021-05-03,2402.21,2418.35,2384.885,2395.61,118.73,103907
2021-05-04,2368.62,2375.43,2312.665,2354.9,116.72,106386
2021-05-05,2369.38,2380.49,2353.44,2355.87,116.76,53535
2021-05-06,2354.02,2382.06,2343.28,2378.3,117.88,61918
2021-05-07,2405.0,2415.43,2390.77,2399.0,118.9,58690
2021-05-10,2377.47,2377.47,2336.02,2341.62,116.06,73169
2021-05-11,2289.56,2321.56,2284.71,2310.34,114.51,115265
2021-05-12,2269.99,2284.895,2231.0,2239.37,110.99,91726
2021-05-13,2264.21,2275.9,2243.17,2261.35,112.08,72741
2021-05-14,2287.0,2320.375,2284.48,2317.65,114.87,63924
2021-05-17,2301.36,2323.34,2295.93,2321.44,115.06,52585
2021-05-18,2333.25,2343.11,2304.7,2304.7,114.23,49641
2021-05-19,2272.42,2316.62,2267.75,2307.79,114.38,69946
2021-05-20,2328.265,2359.98,2326.17,2355.35,116.74,47351
2021-05-21,2367.065,2367.065,2343.01,2344.28,116.19,57517
2021-05-24,2364.5,2418.05,2364.5,2407.36,119.32,53533
2021-05-25,2420.01,2430.9,2404.29,2409.3,119.41,47310
2021-05-26,2412.835,2442.65,2412.835,2433.42,120.61,59895
2021-05-27,2435.0,2438.2,2409.44,2409.88,119.44,51129
2021-05-28,2420.07,2428.01,2409.06,2411.52,119.52,53036
2021-06-01,2424.76,2434.26,2405.01,2429.46,120.41,49127
2021-06-02,2434.12,2440.12,2405.25,2420.56,119.97,45929
2021-06-03,2393.42,2409.69,2385.53,2405.75,119.24,50228
2021-06-04,2423.48,2453.52,2418.0,2452.2,121.54,60373
2021-06-07,2446.91,2467.155,2441.41,2466.71,122.26,72094
2021-06-08,2478.035,2494.19,2468.485,2483.12,123.07,68742
2021-06-09,2494.53,2504.6,2487.83,2492.13,123.52,53671
2021-06-10,2495.85,2522.415,2494.39,2522.415,125.02,69854
2021-06-11,2521.61,2522.4,2498.73,2514.27,124.61,51661
2021-06-14,2509.755,2526.93,2501.02,2526.84,125.24,53479
2021-06-15,2528.85,2533.13,2513.21,2520.69,124.93,42607
2021-06-16,2526.5,2529.88,2484.25,2513.44,124.57,73965
2021-06-17,2511.9,2543.93,2511.9,2527.76,125.28,71060
2021-06-18,2517.6,2524.17,2492.3,2512.06,124.51,87042
2021-06-21,2514.56,2540.45,2503.06,2524.42,125.12,53532
2021-06-22,2527.17,2545.36,2523.07,2540.67,125.92,77532
2021-06-23,2538.0,2551.695,2526.615,2529.15,125.35,84737
2021-06-24,2542.705,2550.14,2539.2,2544.235,126.1,59835
2021-06-25,2543.38,2549.91,2532.26,2540.68,125.92,46652
2021-06-28,2541.37,2545.485,2520.8,2536.53,125.72,85014
2021-06-29,2539.72,2539.72,2508.74,2519.68,124.88,44596
2021-06-30,2513.2,2513.8,2496.16,2505.92,124.2,59662
2021-07-01,2500.7,2528.81,2500.7,2527.09,125.25,52703
2021-07-02,2536.18,2576.18,2536.18,2575.45,127.65,50621
2021-07-06,2588.01,2596.29,2569.5,2594.245,128.58,46504
2021-07-07,2605.125,2610.35,2595.74,2598.11,128.77,39233
2021-07-08,2563.29,2599.625,2561.08,2581.22,127.93,54542
2021-07-09,2581.98,2596.11,2580.25,2590.76,128.41,52354
2021-07-12,2597.5,2614.12,2593.09,2610.9,129.4,33776
2021-07-13,2616.93,2640.22,2614.4,2617.86,129.75,34100
2021-07-14,2643.74,2658.6,2637.99,2639.62,130.83,49678
2021-07-15,2643.85,2644.34,2614.51,2622.7,129.99,39709
2021-07-16,2632.6,2642.33,2619.26,2638.475,130.77,32607
2021-07-19,2617.86,2622.45,2574.54,2584.3,128.09,54868
2021-07-20,2597.5,2639.22,2584.55,2622.64,129.99,42402
2021-07-21,2617.53,2651.88,2614.415,2650.76,131.38,36178
2021-07-22,2650.18,2669.75,2650.18,2665.42,132.11,40618
2021-07-23,2705.54,2775.01,2694.8,2756.13,136.6,72363
2021-07-26,2758.29,2793.64,2753.42,2793.64,138.46,54544
2021-07-27,2799.76,2799.76,2703.84,2732.0,135.41,69249
2021-07-28,2773.64,2790.38,2727.78,2728.755,135.25,130535
2021-07-29,2723.745,2741.98,2723.465,2731.14,135.36,45540
2021-07-30,2712.53,2715.4,2697.7,2705.24,134.08,38732
2021-08-02,2711.69,2719.3,2693.53,2719.3,134.78,28564
2021-08-03,2721.19,2725.88,2683.67,2725.88,135.1,44942
2021-08-04,2714.75,2729.15,2709.145,2719.74,134.8,43228
2021-08-05,2720.26,2736.735,2712.0,2736.1,135.61,20814
2021-08-06,2730.43,2740.82,2721.53,2740.24,135.81,29220
2021-08-09,2739.91,2765.47,2729.24,2761.57,136.87,25256
2021-08-10,2764.06,2768.54,2745.42,2763.25,136.96,30380
2021-08-11,2770.51,2776.38,2747.48,2752.98,136.45,27640
2021-08-12,2751.67,2768.06,2738.02,2768.06,137.19,30548
2021-08-13,2763.435,2772.68,2761.565,2768.52,137.22,39132
2021-08-16,2762.0,2778.92,2725.6,2778.92,137.73,37319
2021-08-17,2761.64,2771.99,2735.75,2744.955,136.05,39048
2021-08-18,2740.32,2761.25,2729.24,2729.24,135.27,29803
2021-08-19,2713.5,2749.04,2709.14,2734.79,135.54,32864
2021-08-20,2731.04,2770.7,2731.04,2769.05,137.24,36190
2021-08-23,2779.99,2841.89,2776.04,2822.03,139.87,35581
2021-08-24,2829.9,2859.96,2827.9,2848.35,141.17,49317
2021-08-25,2854.0,2862.8,2848.8,2860.33,141.77,30863
2021-08-26,2854.72,2860.46,2843.55,2843.55,140.93,30122
2021-08-27,2845.05,2899.485,2841.49,2890.46,143.26,76645
2021-08-30,2894.97,2927.79,2894.78,2907.24,144.09,38985
2021-08-31,2913.6,2920.93,2904.14,2911.01,144.28,73890
2021-09-01,2912.67,2935.825,2912.67,2917.53,144.6,33257
2021-09-02,2913.2,2926.22,2882.95,2882.95,142.89,74610
2021-09-03,2885.04,2907.05,2870.7,2894.15,143.44,42188
2021-09-07,2893.42,2914.465,2892.65,2910.62,144.26,29682
2021-09-08,2907.89,2910.98,2884.3,2896.86,143.58,32270
2021-09-09,2899.82,2913.145,2891.325,2898.03,143.64,43298
2021-09-10,2908.9,2919.72,2835.155,2839.81,140.75,84695
2021-09-13,2863.19,2882.21,2847.0,2870.84,142.29,40010
2021-09-14,2885.22,2890.71,2860.1,2869.89,142.24,54859
2021-09-15,2878.45,2910.81,2846.46,2903.03,143.88,59512
2021-09-16,2896.23,2902.63,2871.18,2887.58,143.12,60776
2021-09-17,2884.99,2884.99,2825.06,2828.89,140.21,91420
2021-09-20,2771.38,2787.16,2742.67,2780.66,137.82,114630
2021-09-21,2802.02,2814.0,2778.11,2793.48,138.45,31215
2021-09-22,2800.495,2828.75,2791.15,2817.19,139.63,50828
2021-09-23,2828.86,2844.45,2824.42,2836.47,140.58,49490
2021-09-24,2817.01,2857.77,2817.01,2852.39,141.37,38032
2021-09-27,2837.81,2848.59,2810.04,2830.59,140.29,65579
2021-09-28,2783.77,2790.82,2715.81,2724.36,135.03,98364
2021-09-29,2740.715,2747.01,2685.02,2688.76,133.26,94535
2021-09-30,2688.44,2711.66,2662.03,2663.65,132.02,148219
2021-10-01,2675.9,2740.33,2668.94,2726.51,135.13,50478
2021-10-04,2713.99,2713.99,2623.97,2676.52,132.66,84174
2021-10-05,2680.125,2747.24,2680.125,2721.88,134.9,54238
2021-10-06,2696.28,2756.65,2696.28,2747.45,136.17,52604
2021-10-07,2775.94,2802.31,2775.94,2783.68,137.97,29134
2021-10-08,2798.14,2806.11,2790.4,2799.765,138.76,28148
2021-10-11,2793.72,2813.2,2776.86,2776.86,137.63,35552
2021-10-12,2780.255,2785.1,2727.16,2737.72,135.69,55473
2021-10-13,2756.51,2766.76,2740.505,2759.42,136.77,34393
2021-10-14,2794.06,2831.53,2793.985,2828.835,140.21,30102
2021-10-15,2842.255,2842.255,2821.695,2834.21,140.47,33519
2021-10-18,2830.05,2859.29,2830.05,2859.29,141.72,28686
2021-10-19,2867.64,2879.475,2865.47,2876.57,142.57,30346
2021-10-20,2879.58,2880.4,2838.865,2848.53,141.18,36175
2021-10-21,2841.34,2856.99,2832.98,2856.99,141.6,27714
2021-10-22,2807.93,2822.555,2743.41,2772.13,137.4,59705
2021-10-25,2776.0,2783.98,2734.97,2775.51,137.56,77573
2021-10-26,2810.02,2814.67,2783.72,2797.915,138.67,64690
2021-10-27,2814.22,2979.76,2807.96,2927.03,145.07,121646
2021-10-28,2942.79,2942.79,2897.01,2920.88,144.77,62108
2021-10-29,2911.595,2968.145,2905.13,2964.91,146.95,54348
2021-11-01,2964.1,2965.15,2871.79,2873.69,142.43,93712
2021-11-02,2895.115,2937.24,2894.58,2917.07,144.58,30425
2021-11-03,2926.66,2937.87,2901.07,2937.69,145.6,33241
2021-11-04,2944.56,2998.92,2933.8,2973.64,147.38,43450
2021-11-05,2987.0,3010.29,2978.45,2984.845,147.94,31558
2021-11-08,2997.01,3014.53,2983.01,2986.21,148.01,25570
2021-11-09,2990.1,2999.74,2952.14,2986.15,148.0,34780
2021-11-10,2960.195,2969.12,2907.91,2933.62,145.4,57412
2021-11-11,2943.05,2968.49,2935.055,2935.45,145.49,23239
2021-11-12,2951.93,2996.3,2931.5,2994.67,148.42,29410
2021-11-15,2996.02,3007.86,2974.02,2986.135,148.0,31203
2021-11-16,2981.4,2996.61,2972.63,2980.81,147.74,33522
2021-11-17,2985.72,2991.39,2973.25,2983.03,147.85,37200
2021-11-18,2983.79,3030.98,2983.79,3014.47,149.41,39132
2021-11-19,3020.0,3032.035,2998.31,2999.02,148.64,39598
2021-11-22,3004.47,3013.64,2940.29,2940.29,145.73,73670
2021-11-23,2940.32,2951.77,2898.4,2937.81,145.61,41503
2021-11-24,2926.1,2938.52,2904.91,2933.4,145.39,39935
2021-11-26,2897.27,2898.58,2849.84,2861.52,141.83,39590
2021-11-29,2888.5,2936.24,2888.5,2922.96,144.87,54822
2021-11-30,2910.03,2931.64,2843.67,2850.98,141.3,79638
2021-12-01,2889.995,2928.25,2831.085,2831.2,140.32,67034
2021-12-02,2836.37,2891.33,2820.1,2870.5,142.27,52198
2021-12-03,2892.0,2901.595,2824.19,2853.69,141.44,64128
2021-12-06,2873.94,2886.06,2821.8,2877.46,142.62,37488
2021-12-07,2922.04,2964.8,2917.38,2961.18,146.77,56366
2021-12-08,2967.66,2977.59,2946.82,2977.05,147.55,34604
2021-12-09,2962.17,2991.7,2955.03,2963.4,146.88,37405
2021-12-10,2977.65,2985.01,2947.15,2972.35,147.32,36347
2021-12-13,2971.25,2971.25,2927.78,2934.78,145.46,43710
2021-12-14,2896.86,2907.53,2848.01,2901.9,143.83,61385
2021-12-15,2887.9,2949.34,2854.11,2948.1,146.12,62741
2021-12-16,2960.92,2969.54,2884.1,2900.19,143.74,91623
2021-12-17,2853.53,2886.21,2836.695,2855.43,141.52,56754
2021-12-20,2817.77,2851.68,2808.66,2851.68,141.34,39966
2021-12-21,2864.47,2890.84,2835.19,2885.57,143.02,49790
2021-12-22,2883.57,2944.98,2882.36,2937.22,145.58,31154
2021-12-23,2944.41,2967.91,2944.28,2944.87,145.96,32019
2021-12-27,2948.1,2965.22,2948.1,2959.68,146.69,40242
2021-12-28,2964.505,2965.0,2923.13,2930.4,145.24,39575
2021-12-29,2928.01,2937.66,2913.405,2931.475,145.29,42731
2021-12-30,2927.5,2940.87,2915.49,2920.65,144.76,28677
2021-12-31,2912.11,2923.985,2894.21,2896.4,143.55,41618
2022-01-03,2896.045,2909.97,2870.17,2899.7,143.72,40342
2022-01-04,2911.82,2930.29,2876.93,2886.96,143.09,51671
2022-01-05,2885.46,2885.96,2750.47,2754.04,136.5,178525
2022-01-06,2743.45,2788.88,2743.45,2750.53,136.32,101393
2022-01-07,2760.06,2760.06,2715.78,2740.68,135.84,39260
2022-01-10,2700.39,2772.745,2664.32,2771.8,137.38,106429
2022-01-11,2761.52,2802.1,2739.04,2800.19,138.79,43497
2022-01-12,2830.62,2855.35,2822.58,2832.06,140.37,41462
2022-01-13,2839.09,2861.55,2778.28,2784.76,138.02,61254
2022-01-14,2758.45,2813.24,2758.45,2793.91,138.47,52019
2022-01-18,2734.3,2747.33,2712.94,2727.255,135.17,60851
2022-01-19,2738.6,2764.63,2710.79,2714.1,134.52,36559
2022-01-20,2729.01,2757.27,2662.89,2671.99,132.43,63441
2022-01-21,2676.14,2693.79,2600.735,2600.735,128.9,105979
2022-01-24,2511.84,2615.57,2494.2,2608.945,129.31,195507
2022-01-25,2571.425,2586.26,2530.06,2536.48,125.72,94236
2022-01-26,2615.1,2652.8,2543.29,2590.91,128.41,121404
2022-01-27,2636.76,2649.16,2580.71,2580.71,127.91,77030
2022-01-28,2598.7,2665.26,2574.47,2664.54,132.06,130894
2022-01-31,2687.12,2715.85,2647.68,2712.35,134.43,82030
2022-02-01,2759.48,2759.48,2693.06,2758.26,136.71,125416
2022-02-02,3042.0,3042.0,2916.61,2959.385,146.68,251165
2022-02-03,2904.745,2981.36,2844.38,2851.74,141.34,163995
2022-02-04,2861.39,2889.2,2797.55,2860.08,141.75,124913
2022-02-07,2871.26,2875.0,2774.37,2776.09,137.59,128822
2022-02-08,2779.825,2796.43,2740.0,2782.98,137.93,88741
2022-02-09,2816.995,2842.6,2808.9,2827.28,140.13,69583
2022-02-10,2790.97,2828.03,2761.31,2774.95,137.53,66911
2022-02-11,2775.84,2783.88,2666.12,2681.61,132.91,91534
2022-02-14,2671.415,2722.95,2671.415,2707.56,134.19,55704
2022-02-15,2749.89,2755.86,2713.15,2726.21,135.12,68881
2022-02-16,2732.69,2757.99,2701.23,2750.93,136.34,54209
2022-02-17,2731.82,2736.28,2644.75,2646.58,131.17,78822
2022-02-18,2659.89,2672.55,2606.43,2609.44,129.33,102239
2022-02-22,2596.52,2637.96,2555.28,2587.41,128.24,117536
2022-02-23,2624.64,2632.1,2551.01,2551.81,126.48,63631
2022-02-24,2498.84,2659.62,2498.84,2652.72,131.48,110463
2022-02-25,2670.87,2705.9,2637.68,2690.82,133.37,71572
2022-02-28,2666.82,2711.43,2659.39,2698.18,133.73,61058
2022-03-01,2689.6,2720.6,2668.52,2685.6,133.11,53802
2022-03-02,2692.89,2709.05,2668.65,2694.27,133.54,66082
2022-03-03,2717.88,2731.555,2669.78,2686.45,133.15,54480
2022-03-04,2680.16,2680.16,2610.055,2643.43,131.02,59850
2022-03-07,2634.32,2634.32,2528.62,2531.18,125.45,98492
2022-03-08,2528.79,2624.33,2520.45,2543.17,126.05,81470
2022-03-09,2625.58,2683.97,2601.8,2678.59,132.76,107283
2022-03-10,2631.73,2668.585,2629.82,2654.44,131.56,69893
